,id_stable,Date,Content,ContentClean,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags
378,4535,2022-04-06 05:41:32+00:00,@WJCIrefugees Grants Given to Support Afghan Refugee Resettlement Efforts  @ExaminerMedia  https://t.co/xb4MTOXPUW,Grants Given to Support Afghan Refugee Resettlement Efforts,7,0.1044776119402985,,https://t.co/xb4MTOXPUW,"@WJCIrefugees, @ExaminerMedia","Westchester, NY",1,1,1,0,No hashtags
464,185048,2021-07-16 01:49:00+00:00,"With Taliban on rampage, US looks to evacuate interpreters, translators from Afghanistan; who said what on troop withdrawal https://t.co/AQHf6t2bAm","With Taliban on rampage, US looks to evacuate interpreters, translators from Afghanistan; who said what on troop withdrawal",5,0.04,US,https://t.co/AQHf6t2bAm,,English-speaking,0,0,0,0,No hashtags
852,184463,2021-07-19 11:12:31+00:00,"@aryafah America invaded your country not Pakistan. They created the refugee problem not Pakistan. Pakistan is hosting more than 3 Million Afghans. Every time there's a terror attack in Pakistan, 90% of the time these thankless Afghans are involved in it.. self introspection needed.","America invaded your country not Pakistan. They created the refugee problem not Pakistan. Pakistan is hosting more than 3 Million Afghans. Every time there's a terror attack in Pakistan, 90% of the time these thankless Afghans are involved in it.. self introspection needed.",10,0.036231884057971,,,@aryafah,Wonderland,3,7,55,0,No hashtags
608,109712,2021-08-27 12:27:12+00:00,"Distressingly those from the largest group working to protect the rights of women in Afghanistan, one funded by the US government, have not been evacuated.

Why don't we #PrioritizeAfghanWomen for refugee evacuation?

https://t.co/hxPBr7TsWZ via @WAWHumanRights

 @POTUS","Distressingly those from the largest group working to protect the rights of women in Afghanistan, one funded by the US government, have not been evacuated. Why don't we #PrioritizeAfghanWomen for refugee evacuation? via",8,0.0349344978165938,US,https://t.co/hxPBr7TsWZ,"@WAWHumanRights, @POTUS",Old Chesepian Territory ,1,0,0,0,['PrioritizeAfghanWomen']
713,158652,2021-08-17 03:34:53+00:00,"@B52Malmet America Should Have Trained The Women To Be Like The 'Daughters of Kobani.'

Women Want To Protect Their Children &amp; Prevent The Taliban From Killing Them or Making Them Slaves. 

And Why The Heck Didn't We Start Evacuating Translators &amp; Afghan Helpers MONTHS Ago",America Should Have Trained The Women To Be Like The 'Daughters of Kobani.' Women Want To Protect Their Children & Prevent The Taliban From Killing Them or Making Them Slaves. And Why The Heck Didn't We Start Evacuating Translators & Afghan Helpers MONTHS Ago,45,0.1654411764705882,MONTHS,,@B52Malmet,English-speaking,1,1,2,0,No hashtags
980,121149,2021-08-24 14:32:12+00:00,@DHSimon529 Well the problem was that there was a void to begin with (which was a 20 year failure!) And I mentioned above there seems to have been an abject failure by not taking into consideration how fast the taliban were advancing. Non Afghans and SIV's should of been moved months ago,Well the problem was that there was a void to begin with (which was a 20 year failure!) And I mentioned above there seems to have been an abject failure by not taking into consideration how fast the taliban were advancing. Non Afghans and SIV's should of been moved months ago,8,0.0287769784172661,I,,@DHSimon529,English-speaking,1,0,0,0,No hashtags
399,27781,2022-01-09 19:00:01+00:00,Resettlement is a key symbol of international solidarity &amp; responsibility. International community failed to met this solidarity and responsibility about refugees in Indonesia. Afghanistani Refugees in Indonesia has been forgotten for a decade. #HelpRefugees_Indonesia https://t.co/kkFr3KChtc,Resettlement is a key symbol of international solidarity & responsibility. International community failed to met this solidarity and responsibility about refugees in Indonesia. Afghanistani Refugees in Indonesia has been forgotten for a decade. #HelpRefugees_Indonesia,9,0.0328467153284671,,https://t.co/kkFr3KChtc,,"Sydney, New South Wales",1,7,14,2,['HelpRefugees_Indonesia']
63,188395,2021-07-05 11:09:23+00:00,"He risked his life helping US troops in Afghanistan before seeking asylum in Iowa. So why is he facing deportation?

The rural Iowa town that he's made his home isn’t letting him go without a fight.
https://t.co/i9eENKEKRK",He risked his life helping US troops in Afghanistan before seeking asylum in Iowa. So why is he facing deportation? The rural Iowa town that he's made his home isn’t letting him go without a fight.,8,0.04,US,https://t.co/i9eENKEKRK,,Planet 9,0,1,1,0,No hashtags
759,106529,2021-08-28 12:54:55+00:00,"Ilhan Omar: As a refugee, I want America to open its arms to those fleeing Afghanistan https://t.co/3MlGHuGJ7v","Ilhan Omar: As a refugee, I want America to open its arms to those fleeing Afghanistan",6,0.0681818181818181,I,https://t.co/3MlGHuGJ7v,,PAKISTAN,2,2,26,1,No hashtags
263,6688,2022-03-25 13:34:59+00:00,"@Kelomee @nklslick @LILGUYISBACK @AZ_Brittney There is no race agenda, in terms of refugee policy, just local examples of individual racism. My issue is with people telling me we haven't done enough for Syrians, Afghans and Yemeni's because they're 'not white', without any true understanding of the underlying issues.","There is no race agenda, in terms of refugee policy, just local examples of individual racism. My issue is with people telling me we haven't done enough for Syrians, Afghans and Yemeni's because they're 'not white', without any true understanding of the underlying issues.",5,0.0178571428571428,,,"@Kelomee, @nklslick, @LILGUYISBACK, @AZ_Brittney",English-speaking,1,0,1,0,No hashtags
960,51837,2021-10-22 05:57:22+00:00,Montana governor demands an halt to resettlement after Afghan evacuee charged with rape of a woman https://t.co/GvtXtKwNco https://t.co/u1nZpb4OU1,Montana governor demands an halt to resettlement after Afghan evacuee charged with rape of a woman,2,0.019607843,,"https://t.co/GvtXtKwNco, https://t.co/u1nZpb4OU1",,"Calgary, Alberta",0,0,3,1,No hashtags
946,13098,2022-03-02 16:24:15+00:00,A happy/ sad text this morning from one of our resettlement agency partners. These babies slept days on the floor outside Kabul airport. Today they start a new day of school and hopefully they have a really great day today. https://t.co/1BlZo8DbBC,A happy/ sad text this morning from one of our resettlement agency partners. These babies slept days on the floor outside Kabul airport. Today they start a new day of school and hopefully they have a really great day today.,4,0.017777778,A,https://t.co/1BlZo8DbBC,,"Pennsylvania, USA",5,21,613,1,No hashtags
753,27703,2022-01-09 20:40:55+00:00,Afghans Refugees in Indonesia are completely exhausted due to long process and waiting for any Resettlement countries to resettle them. Help refugees in Indonesia. https://t.co/c3oh9W72N4,Afghans Refugees in Indonesia are completely exhausted due to long process and waiting for any Resettlement countries to resettle them. Help refugees in Indonesia.,6,0.0363636363636363,,https://t.co/c3oh9W72N4,,"Pekan Baru, Riau",0,2,17,2,No hashtags
373,74670,2021-09-15 15:42:52+00:00,"Uprooted, Yet Again: 150 Resettled Afghan Refugees in New Jersey Were Displaced During Tropical Storm Ida, via @mattkatz00.
https://t.co/t4wnIYMJOL","Uprooted, Yet Again: 150 Resettled Afghan Refugees in New Jersey Were Displaced During Tropical Storm Ida, via",14,0.1228070175438596,,https://t.co/t4wnIYMJOL,@mattkatz00.,"Lakewood, New Jersey",0,0,2,0,No hashtags
1023,192527,2021-06-03 08:46:32+00:00,‘They will behead us’: Afghan translators fear being left behind https://t.co/HDPjfl14TB,‘They will behead us’: Afghan translators fear being left behind,2,0.0303030303030303,,https://t.co/HDPjfl14TB,,lahore punjab,0,0,0,0,No hashtags
275,29555,2022-01-03 18:14:51+00:00,"@nathaliejacoby1 I live in a country on earth whose system and government are completely destroyed. Educated and professional people are in danger of death at any moment. Some incompetent people determine our destiny.
#Afghanistan",I live in a country on earth whose system and government are completely destroyed. Educated and professional people are in danger of death at any moment. Some incompetent people determine our destiny. #Afghanistan,4,0.0186046511627906,I,,@nathaliejacoby1,English-speaking,0,0,0,0,['Afghanistan']
635,155641,2021-08-17 12:57:25+00:00,"@BBCAfrica @EstherAnyakun @KagutaMuseveni @patuhaire We have capacity even to take 500,000 as long as they urgently need refugee but because of our corrupt government 2000 is the only they can take.
Please @usmissionuganda Uganda still has a big free space to accommodate 500K #Afghans therefore i request we increase the number https://t.co/vJYCaFy6hz","We have capacity even to take 500,000 as long as they urgently need refugee but because of our corrupt government 2000 is the only they can take. Please Uganda still has a big free space to accommodate 500K #Afghans therefore i request we increase the number",5,0.0185185185185185,500K,https://t.co/vJYCaFy6hz,"@BBCAfrica, @EstherAnyakun, @KagutaMuseveni, @patuhaire, @usmissionuganda",English-speaking,0,3,15,0,['Afghans']
745,73346,2021-09-16 18:29:56+00:00,@SuzannePhan @komonews Welcome Friends❤️ #Afghanistan #Refugee #WelcomeHome #Seattle https://t.co/tLc8wcOdRG,Welcome Friends❤️ #Afghanistan #Refugee #WelcomeHome #Seattle,7,0.1044776119402985,,https://t.co/tLc8wcOdRG,"@SuzannePhan, @komonews","Seattle, WA",0,0,2,0,"['Afghanistan', 'Refugee', 'WelcomeHome', 'Seattle']"
971,88388,2021-09-05 04:52:58+00:00,"Jim Acosta calls Tucker Carlson ""human manure spreader"" over Afghan refugee conspiracy theory https://t.co/FZUD1DSCYA I feel for Duckworth having lost her legs in Service, but that doesn't make her an expert on anything. It perhaps gains a lot of sympathetic listening.","Jim Acosta calls Tucker Carlson ""human manure spreader"" over Afghan refugee conspiracy theory I feel for Duckworth having lost her legs in Service, but that doesn't make her an expert on anything. It perhaps gains a lot of sympathetic listening.",9,0.0364372469635627,I,https://t.co/FZUD1DSCYA,,English-speaking,0,0,0,0,No hashtags
1003,42235,2021-11-21 08:22:46+00:00,"‘We are this generation’s Ellis Island’: 45,000 Afghans housed at US Army bases are still waiting to be resettled https://t.co/BqosDAu9vv","‘We are this generation’s Ellis Island’: 45,000 Afghans housed at US Army bases are still waiting to be resettled",7,0.0608695652173913,US,https://t.co/BqosDAu9vv,,United States,0,0,0,0,No hashtags
892,12842,2022-03-03 09:44:04+00:00,"Netherlands evacuates 294 Afghans consisting translators, nongovernmental workers, and “other people assisting Dutch missions” to the war-torn country through Pakistan. 🤔 

https://t.co/9CaeuUOCoE","Netherlands evacuates 294 Afghans consisting translators, nongovernmental workers, and “other people assisting Dutch missions” to the war-torn country through Pakistan. 🤔",4,0.0229885057471264,,https://t.co/9CaeuUOCoE,,English-speaking,0,0,0,0,No hashtags
431,112779,2021-08-26 15:02:23+00:00,"Hey @joebiden, you own this.  When they come into America on SIV's and kill Americans in the homeland, you will be the cause.  

Suspected ISIS, Taliban found among Afghan evacuees, reports say https://t.co/CUyJJQr5qB via @amermilnews","Hey you own this. When they come into America on SIV's and kill Americans in the homeland, you will be the cause. Suspected ISIS, Taliban found among Afghan evacuees, reports say via",14,0.0729166666666666,"ISIS,",https://t.co/CUyJJQr5qB,"@joebiden,, @amermilnews","Arizona, USA",0,0,2,0,No hashtags
321,62595,2021-09-29 06:14:10+00:00,"an illegal alien.  Deputy Corey Wride shot dead also by an illegal alien, and my Uncle Steven MURDERED in Layton Utah in 2000 due to an illegal alien. This nonsense needs to stop.  Those dang Afghan refugees coming to Utah haven't been vetted properly and mark my word, only a","an illegal alien. Deputy Corey Wride shot dead also by an illegal alien, and my Uncle Steven MURDERED in Layton Utah in 2000 due to an illegal alien. This nonsense needs to stop. Those dang Afghan refugees coming to Utah haven't been vetted properly and mark my word, only a",19,0.0688405797101449,MURDERED,,,"Utah, USA",1,0,0,0,No hashtags
906,193452,2021-05-26 14:52:11+00:00,"@SenatorShaheen @POTUS @VP @SecBlinken @StateDept
 @SenatorShaheen  US Senators please note The Iraqi Afghan SIV program is one of the only ways to ensure a path to safety for Iraqis &amp; Afghans who risked their lives in defense of our country. We cannot turn our back on them.",US Senators please note The Iraqi Afghan SIV program is one of the only ways to ensure a path to safety for Iraqis & Afghans who risked their lives in defense of our country. We cannot turn our back on them.,12,0.0533333333333333,"US, SIV",,"@SenatorShaheen, @POTUS, @VP, @SecBlinken, @StateDept, @SenatorShaheen",Looking for to relocate in USA,0,5,8,0,No hashtags
177,55500,2021-10-12 17:39:31+00:00,"State Department taps new coordinator for Afghanistan relocation efforts. The State Department has tapped veteran diplomat Elizabeth Jones to lead the agency's Afghanistan relocation and resettlement efforts, a senior State Department official told... https://t.co/k7LIlr4qkl https://t.co/ujo8nBBUXU","State Department taps new coordinator for Afghanistan relocation efforts. The State Department has tapped veteran diplomat Elizabeth Jones to lead the agency's Afghanistan relocation and resettlement efforts, a senior State Department official told...",11,0.0431372549019607,,"https://t.co/k7LIlr4qkl, https://t.co/ujo8nBBUXU",,"Birmingham, Alabama",0,0,0,0,No hashtags
631,168059,2021-08-16 03:09:54+00:00,@M_McCormackMP What’s disappointing is this Government left those that helped our Defence Force without granting asylum and handed them a death sentence. #Afghanistan,What’s disappointing is this Government left those that helped our Defence Force without granting asylum and handed them a death sentence. #Afghanistan,5,0.0326797385620915,,,@M_McCormackMP,English-speaking,0,0,0,0,['Afghanistan']
